video_id,title,description,published_at,viewCount,likeCount,commentCount,duration
I_0NJwWmJI8,How to Make a Graphic Design Portfolio as a Beginner|  Complete Process,"How to Make a Portfolio as a Beginner for Free |  Freelancing Masterclass

Want to create a stunning portfolio as a thumbnail designer without spending hours? In this video, I’ll show you how to use ChatGPT and Gamma AI to build a professional, eye-catching portfolio website—even if you’re just starting out!

In this video, you’ll learn:

1. How to use ChatGPT for writing portfolio content
2. Basics of Gamma AI for easy design
3. Choosing themes and generating a portfolio
4. Uploading, editing, and generating images
5. Adding and customizing thumbnails
6. Publishing your portfolio website in minutes!

Perfect for freelancers and creators who want a quick, professional online presence.

Don’t forget to like, comment, and subscribe for more content like this! 

Timestamps:
00:00 Intro
00:47 How to use Chatgpt for portfolio content
02:25 Basic of Gamma ai
03:28 Create a portfolio as a thumbnail designer
05:00 Choose theme 
05:25 Generate portfolio 
06:14 How to edit portfolio in Gamma ai
06:30 How to edit image/upload image/generate image
09:42 Add thumbnails & how to edit it 
13:44 How to publish a portfolio website
14:14 Outro

Gamma ai tutorial, how to create a website for free with Gamma ai, free website builder, portfolio tutorial for beginners, how to create a portfolio as a beginner, how to make a portfolio as a beginner, how to create a portfolio for beginners, portfolio for freelancers, how to create a freelance portfolio

#shrutirajput ##ChatGPT #GammaAI #ThumbnailDesignerportfolio #portfoliowebsite #DesignPortfolio",2025-07-29 10:30:07+00:00,7523,365,54,867
2ckHLVCJ9q8,How to become a UI UX designer in 20205? #ui #ux,"How to become a UI UX designer in 20205? #ui #ux 

Whether you're a beginner or a seasoned designer, these free resources will completely upgrade your creative process. 

Don't forget to like, comment, and subscribe for more design tips and tools every week!

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

free design resources,free fonts for designers,free illustrations for designers,free resources for freelancers,best design resources,graphics design,website design resources,web design resources,graphics design resources,design templates,background patterns,graphic design resources free,best free graphic design resources,free design resources for graphic,free design resources 2025,design resources 2025,

#shrutirajput #FreeDesignTools #DesignResources #DesignHacks #GraphicDesignInspiration",2025-07-27 10:30:05+00:00,5966,314,50,28
RA-B_PD0dv4,How I Started Making Money (While Studying),"How I Started Making Money (While Studying)

In this video, I’m sharing my raw and real journey of how I managed to pay my own college fees without financial support from anyone.

Now I’m pursuing my Master’s in Design — and things look different because I built multiple income sources through:

YouTube (sharing what I learn)
Freelancing on Fiverr
Working with brands & clients
Exploring paid internships and side projects

If you’re a college student looking for motivation or wondering how to earn money as a student, this video will inspire you. From making money as a teenager to building side income streams like affiliate marketing, freelancing, and online jobs, I’ll show you it’s really possible to be financially independent in college.

🚀 Whether you dream to make money online in 2025, find the best online jobs for students, or simply want to learn how to pay your own fees, this is for you.

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
00:52 Backstory
02:50 Government college
05:15 Masters in design
06:52 First fees deposit
07:41 Source of income
11:03 Real motivation
12:10 You are unique
13:15 Made money using canva
14:02 Personal brand
15:30 Real talk
17:15 Outro



Paid your own fees, freelancing, shruti rajput, how to earn money, college student, paid internships, affiliate marketing, side income, how to be rich, student life, money as a teenager, how to make money online as a teenager, how to make money as a teen, how to make money online, make money online, make money as a teen, make money online 2025, how to earn money as a student, pay your own fees, best online jobs for students, how to make money as a student

#shrutirajput #freelancing #earnmoneyonline #students #online",2025-07-25 10:30:07+00:00,8610,436,78,1096
ReEIIfJGw38,5 Ways To Make Money With Canva That I use personally in 2025!,"5 Ways To Make Money With Canva That I use personally in 2025!

Hello dosto,
In this video, I’m sharing 5 ways to make money with Canva that I personally use in 2025! If you’ve been searching for the easiest way to make money with Canva, this video will give you practical, real-world ideas that actually work. 

I’ll talk about how to create and sell digital products, offer freelance services, launch online courses, make passive income by selling KDP books, and even make money on YouTube using Canva. These are money-making tips anyone can follow, even if you’re a beginner. 

Whether you want to build a side hustle or earn full-time income, this video shows you exactly how to make money with Canva without any complicated tools. Don’t forget to watch till the end for the best tips and comment below which method you’ll try first!


The Best & Worst Freelancing Platforms (Ranked)
https://youtu.be/t0HV1NpTOB4?si=6-vZOkzLKn3RGE2w

I Earned $10 in just 30 minutes using Canva: Live Order on fiverr
https://youtu.be/AOSbJqKRj-M?si=2JanKzQ4JB4vXWZs

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
01:03 Digital product
02:33 Selling courses
03:38 Freelance services
05:14 Selling KDPs
05:56 YouTube content creation
06:34 Outro


🌟TAGS
5 Ways To Make Money With Canva That I Use Personally!
how to earn money with canva, how to earn money with freelancing, freelancing for beginners, how to make money with canva, make money with canva, earn money with canva, make money from canva, use canva to make money, make money using canva,canva tutorials, ways to make money online, how to make extra money online 2025, ways to make money online with no money,canva,canva tutorial, how to make extra money with canva, Fiverr, how to make money with canva on Fiverr

#shrutirajput #graphicdesign #freeelancingn #makemoneywithcanva #canvatutorial",2025-07-22 10:30:06+00:00,31383,1010,55,404
g9vlXcH5aso,Where to find design Inspiration? #graphicdesign,"Where to find design Inspiration? #graphicdesign

Whether you're a beginner or a seasoned designer, these free resources will completely upgrade your creative process. 

Don't forget to like, comment, and subscribe for more design tips and tools every week!

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

free design resources,free fonts for designers,free illustrations for designers,free resources for freelancers,best design resources,graphics design,website design resources,web design resources,graphics design resources,design templates,background patterns,graphic design resources free,best free graphic design resources,free design resources for graphic,free design resources 2025,design resources 2025,

#shrutirajput #FreeDesignTools #DesignResources #DesignHacks #GraphicDesignInspiration",2025-07-20 11:30:19+00:00,6055,479,10,66
He6-N0Cx518,How to Get Clients Fast in 2025: What Really Works,"How to Get Clients Fast in 2025: What Really Works

In this video, we’re going to cover everything about cold emails and how to use them to land clients faster. This crash course will teach you how to craft cold emails that actually work — from writing irresistible subject lines to closing with confidence. 

Whether you’re into freelancing, job hunting, or growing your business, these strategies will help you level up your outreach game. 

If you’ve been searching for ways on how to get clients, how to get freelance clients, how to get clients fast, how to get new clients, or even how to get clients on Fiverr, this video will give you proven answers. 

Packed with practical freelance tips, freelancing tips, and client-getting strategies, this guide is designed to help you consistently succeed in getting freelance clients and growing your career.

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canv Wa Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
00:39 What is a Cold Email?
02:03 Why Cold Emails work?
02:53 How to write Cold emails?
04:29 Winning formula for Cold Emails?
08:24 Tools to write better Cold Emails
09:00 Mistakes to Avoid While Writing Cold Emails
11:27 How to know Cold Emails are working?
12:12 Outro

TAGS 🌟
shruti rajput, freelancing, clients, graphic design, how to find client, how to manage clients, how to write cold emails,writing the perfect email,email to boost sales,email practices for business,first email,cold email tactics,cold email,how to write email that gets read,writing perfect cold email,cold email template,cold emailing,cold emailing new clients,how to get freelance clients,how to get clients,how to get clients on fiverr,how to get more clients,how to get clients fast,how to get new clients,how to get freelance clients,freelance tips,freelancing tips,getting freelance clients

#shrutirajput #coldemail #emailmarketing #lead generation #makemoneyonline",2025-07-18 10:30:07+00:00,4013,219,18,755
0-3Bo0AUSIw,How to make money using Mobile Phone in 2025: Real Guide 🚀,"How to make money as a Student - The Real Guide

Hello Dosto,

This video is for the students who want to earn with a side hustle while studying. Nothing is impossible, just work a little harder and you can do both.

Let's start this video and find what suits you the best. All the Best!!

✎ Connect with Me
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
01:00 The Ultimate Side Hustle: Freelancing
02:27 Content Writing (YouTube, LinkedIn, Posts)
02:37 Canva Designing (Printables, Journals, Templates)
02:57 Social Media Management (Instagram, YouTube)
04:26 2nd Side Hustle: Online Tutoring (Courses)
07:04 3rd Side Hustle: E-commerce (Stock Images & Videos, E-books)
08:44 4th Side Hustle: Blogging & Vlogging
09:33 5th Side Hustle: Digital Products & Testing
11:00 Trending Jobs: AI Prompting
12:30 Trending Jobs: Podcast Editing
13:13 How to Start Earning?
13:30 Other Niches to Earn Money
14:54 How to choose a Platform for earning?
16:19 Most Important: Portfolio Building
18:48 My Personal Story

🌟TAGS
freelancing, shruti rajput, how to earn money, college student, paid internships, affiliate marketing, side income, how to be rich, student life, money as a teenager, how to make money online as a teenager, how to make money as a teen, how to make money online, make money online, make money as a teen, make money online 2025, how to earn money as a student, pay your own fees, best online jobs for students

#shrutirajput #freelancing #earnmoneyonline #students #online",2025-07-15 11:30:52+00:00,71141,1419,127,1160
196WfmyZMBA,Which software is best for designing? #design #graphicdesigner,"Which software is best for designing? #design #graphicdesigner 

Whether you're a beginner or a seasoned designer, these free resources will completely upgrade your creative process. 

Don't forget to like, comment, and subscribe for more design tips and tools every week!

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

free design resources,free fonts for designers,free illustrations for designers,free resources for freelancers,best design resources,graphics design,website design resources,web design resources,graphics design resources,design templates,background patterns,graphic design resources free,best free graphic design resources,free design resources for graphic,free design resources 2025,design resources 2025,

#shrutirajput #FreeDesignTools #DesignResources #DesignHacks #GraphicDesignInspiration",2025-07-13 04:30:00+00:00,8697,532,16,55
Xfe3gVSBJGY,Learn Photoshop in 30 Minutes | Photoshop Tutorial for Complete Beginners,"Learn Photoshop in 30 Minutes | Photoshop Tutorial for Complete Beginners

In this all-in-one Photoshop tutorial for absolute beginners, you'll learn how to use the core tools and features of Photoshop in just 1 hour. Whether you're starting your graphic design journey in 2024 or just want to sharpen your skills, this step-by-step guide has you covered. 

From simple photo edits to more advanced techniques, you'll quickly gain the confidence to create stunning visuals with ease. 

Don’t miss out—tune in and start leveling up your design skills today!


Save over 35% on all Creative Cloud Apps: https://prf.hn/l/QLBamVl/
(Bonus Free Adobe 7 Day Trial + DISCOUNTED PRICING FOR STUDENTS)

✎ Connect with Me
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
00:37 – Photoshop Interface Basics
02:30 – Set Up Your Workspace
04:12 – Workspace Overview
07:00 – Open a New File
07:58 – Add Text & Adjustments
09:00 – Save Files & Format Types
10:35 – Must-Know Tools & Tips
16:54 – Healing Tools (New)
18:04 – Gradients & Blending
18:52 – Shapes & Strokes
19:30 – Using Filters
20:22 – Generative Fill Guide
21:35 – Design Your First Poster
28:28 – Outro

🌟 Tags:
photoshop for beginners, photoshop course, photoshop full course, free Photoshop course, adobe, tutorial, piximperfect, wscube tech, photoshop for beginners, photoshop tutorial, adobe photoshop, adobe photoshop tutorial, photoshop tutorial for beginners, photoshop tutorial in Hindi, learn photoshop, how to use photoshop, photoshop full tutorial, photoshop complete course, free photoshop, best photoshop course, photoshop, photoshop in Hindi, photoshop basics, photoshop course, learn adobe photoshop, photoshop 2024, photoshop tutorial 2024

#shrutirajput #photoshop #photoshoptutorial #freelancing",2025-07-11 10:30:07+00:00,11644,390,32,1732
8S7HLboLxBw,20 Free AI Tools for Graphic Design in 2025,"20 Free AI Tools for Graphic Design in 2025

In this video, I’m sharing 20+ free secret tools for graphic designers, including powerful AI tools for graphic design, free design tools, color palette generators, font platforms, mockups, icons, 3D icons, and photo editing tools. 

These graphic design tools will help you design faster, smarter, and more creatively without spending money. 

Whether you’re a beginner learning from a graphic design tutorial or aiming for a graphic designer job, these AI tools, free AI tools for graphic designers, and professional AI tools will completely upgrade your workflow.


✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
00:57 Free graphic tools 
01:39 Font selection tools
03:28 Color palette and selection tools
05:13 Gradient tools
05:32 Free resources for design inspiration 
07:09 Design assets 
07:39 Mockups & templates tools
08:04 Where to Find icons/3d icons
08:42 Free websites for Patterns and SVG images 
09:00 Infographics tools
09:20 Best tools for UI/UX designs
09:40 Outro


free design resources,free fonts for designers,free illustrations for designers,free resources for freelancers,best design resources,graphics design,website design resources,web design resources,graphics design resources,design templates,background patterns,graphic design resources free,best free graphic design resources,free design resources for graphic,free design resources 2025,design resources 2025, ai,ai tool,ai tool business, make money using ai tools,ai tools,ai tools for 2025,best ai tools,top best ai tools,top ai tools 2025,top 10 ai tools,best ai tools 2025,ai tools 2025

#shrutirajput #FreeDesignTools #DesignResources #DesignHacks #GraphicDesignInspiration",2025-07-08 10:30:06+00:00,9122,525,67,587
g75hSAzFvz8,Will AI replace Graphic Designers? #shrutirajput #shorts,"Will AI replace Graphic Designers? #shrutirajput #shortsindia 

Whether you're a beginner or a seasoned designer, these free resources will completely upgrade your creative process. 

Don't forget to like, comment, and subscribe for more design tips and tools every week!

✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

free design resources,free fonts for designers,free illustrations for designers,free resources for freelancers,best design resources,graphics design,website design resources,web design resources,graphics design resources,design templates,background patterns,graphic design resources free,best free graphic design resources,free design resources for graphic,free design resources 2025,design resources 2025,

#shrutirajput #FreeDesignTools #DesignResources #DesignHacks #GraphicDesignInspiration",2025-07-06 04:30:37+00:00,7324,487,19,61
veYudu2skl8,5 High-Income Skills to Learn in 2025 to Make More Money,"5 High-Income Skills to Learn in 2025 to Make More Money

In this video, we’re diving into 5 powerful skills that are in high demand and pay even higher. These are future-proof, flexible, and can open doors to global opportunities, remote work, and freelance freedom.

Whether you're just starting out or looking to switch careers, this video will guide you toward the most profitable paths in the digital world.

✎ Connect with Me
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro
00:39 AI & Machine Learning
00:30 Digital Marketing in 2025
06:04 Communication Skills
10:36 Data Analyst
12:45 Ghost Writing

🌟TAGS🌟
Shruti rajput, copywriting, freelancing, ai and machine learning, digital marketing, communication skills, data analyst, top skill in 2025, skill to learn in 2025, konsa skill seekhna chahiye, konsa skill 2025 mein seekhna chahiye, top skill to learn, how to find my skill, high paying skills, earn,5 high paying skills 2025, 5 high paying skills,5 best skills,5 top skills ,skill ,best courses, high income skill ,life changing skills,student,skills in 2025 ,top skills , skills of 2025, highest paying jobs, highest paying skills, in demand skills, free courses

#shrutirajput",2025-07-04 10:30:06+00:00,18544,789,75,993
Nhsxg8poMbE,I sponsored my own Masters degree: Mini Vlog,"✎ Connect with Me
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

#shrutirajput #freelancing #earnmoneyonline #students #online",2025-07-03 10:30:16+00:00,14701,1128,83,61
j0QHaBhfxtM,300k Special Live,"✎ Connect with Me
💛 Newsletter: https://shrutiraj.substack.com/
♥️ Instagram:- https://www.instagram.com/shrutirajput.in/
🌟 Whatsapp:- https://whatsapp.com/channel/0029Va55AVh9xVJXZvzjsS3M
🐨 Twitter:- https://x.com/ShrutiiRajput
📌 My Profile: https://cosmofeed.com/bookings/shrutirajputin

🎯 Must-Have Items:-
🌟 Canva PlayBook:- Canva PlayBook:- https://spf.bio/wpqXf
📒 Broke to Freelancer:- https://shorturl.at/djorF
💰 Canva Ebook:- https://topmate.io/shruti_rajput/599203
🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT

🚨 Equipment I use to Make My videos:
Mic 🎙️: https://amzn.to/42OENyf
Lights 😶‍🌫️ :- https://amzn.to/3T3tYF8
Laptop 💻:- https://amzn.to/3wn9jmt
📱 Phone:- https://amzn.to/3UPKyd2
🎥 Tripod:- https://amzn.to/49Kdp6r

🚀 Timestamps:-
00:00 Intro


#shrutirajput",2025-07-01 14:04:53+00:00,2534,85,10,1864
